nohup: 忽略输入
Starting optimized DeepMD training v3...
================================================================================
CUDA OPTIMIZATION CONFIGURATION
================================================================================
CUDA Available: True
PyTorch Version: 2.4.1
CUDA Version: 11.8
cuDNN Version: 91001
Number of GPUs: 1
cuDNN benchmark: ENABLED (faster conv/attn kernels)
TF32 tensor operations: ENABLED (safe for training)

GPU 0: NVIDIA L20-8Q
  Compute Capability: 8.9
  Total Memory: 8.36 GB

================================================================================
TRAINING CONFIGURATION (V3)
================================================================================
Training data: ['collect/O64H128']
Batch size: 4
Num workers: 4
Grad accumulation steps: 1
Total steps: 100000
pin_memory: True, persistent_workers: True, non_blocking: True
Loaded 1823 frames, 192 atoms per frame
Atom types distribution: [ 64 128]
Dataset: 1823 frames, 192 atoms per frame
DataLoader: 456 batches per epoch

Creating model...
Model parameters: 514,661
Device: cuda

================================================================================
Training for 100000 steps...
================================================================================

[Epoch 1]
Step  10600 (update= 10600) | lr=3.510e-08 | loss=647.9889 | e_rmse=7.1992 f_rmse=0.8471 f_ema=0.9223 | 2.46 step/s | ETA: 10.1h
Step  10700 (update= 10700) | lr=3.510e-08 | loss=436.9081 | e_rmse=7.2006 f_rmse=0.6942 f_ema=0.9029 | 2.46 step/s | ETA: 10.1h
Step  10800 (update= 10800) | lr=3.510e-08 | loss=628.4092 | e_rmse=7.2132 f_rmse=0.8349 f_ema=0.8832 | 2.46 step/s | ETA: 10.1h
Step  10900 (update= 10900) | lr=3.510e-08 | loss=1184.5688 | e_rmse=7.1891 f_rmse=1.1498 f_ema=0.8967 | 2.46 step/s | ETA: 10.0h

[Epoch 7]
Step  11000 (update= 11000) | lr=3.510e-08 | loss=1523.6781 | e_rmse=7.1760 f_rmse=1.3055 f_ema=0.9033 | 2.46 step/s | ETA: 10.0h
Step  11100 (update= 11100) | lr=3.510e-08 | loss=637.2467 | e_rmse=7.2098 f_rmse=0.8421 f_ema=0.8984 | 2.46 step/s | ETA: 10.0h
Step  11200 (update= 11200) | lr=3.510e-08 | loss=883.0355 | e_rmse=7.2000 f_rmse=0.9933 f_ema=0.8980 | 2.46 step/s | ETA: 10.0h
Step  11300 (update= 11300) | lr=3.510e-08 | loss=2079.9609 | e_rmse=7.1669 f_rmse=1.5287 f_ema=0.8789 | 2.46 step/s | ETA: 10.0h
Step  11400 (update= 11400) | lr=3.510e-08 | loss=432.6561 | e_rmse=7.2251 f_rmse=0.6932 f_ema=0.9008 | 2.46 step/s | ETA: 10.0h
Step  11500 (update= 11500) | lr=3.510e-08 | loss=2002.2787 | e_rmse=7.1867 f_rmse=1.5015 f_ema=0.8989 | 2.46 step/s | ETA: 10.0h
Step  11600 (update= 11600) | lr=3.510e-08 | loss=977.2778 | e_rmse=7.1951 f_rmse=1.0476 f_ema=0.9309 | 2.46 step/s | ETA: 10.0h
