step,lr,e_loss,f_loss,f_rmse,pref_f
19439,1.138000e-06,1.881720e+02,3.543290e+00,1.882400e+00,8.445000e+01
19440,1.138000e-06,7.045180e-01,5.229860e-01,7.232000e-01,8.445000e+01
19441,1.137000e-06,2.817870e+00,6.559760e-01,8.099000e-01,8.445000e+01
19442,1.137000e-06,3.209200e+01,4.002870e+00,2.000700e+00,8.445000e+01
19443,1.137000e-06,4.103220e-01,6.733250e-01,8.206000e-01,8.445000e+01
19444,1.137000e-06,2.624250e+01,1.455290e+00,1.206400e+00,8.444000e+01
19445,1.136000e-06,5.528370e-01,6.265310e-01,7.915000e-01,8.444000e+01
19446,1.136000e-06,1.973910e+01,6.730830e-01,8.204000e-01,8.444000e+01
19447,1.136000e-06,2.665880e+00,3.922270e-01,6.263000e-01,8.444000e+01
19448,1.136000e-06,4.456420e+00,5.847450e-01,7.647000e-01,8.444000e+01
19449,1.135000e-06,7.434640e-01,1.271090e+00,1.127400e+00,8.444000e+01
19450,1.135000e-06,2.182130e+01,6.451120e-01,8.032000e-01,8.444000e+01
19451,1.135000e-06,5.772440e-01,4.883570e-01,6.988000e-01,8.444000e+01
19452,1.134000e-06,5.301740e+00,7.713070e-01,8.782000e-01,8.444000e+01
19453,1.134000e-06,1.449820e+02,3.311730e+00,1.819800e+00,8.444000e+01
19454,1.134000e-06,7.057610e+00,1.638100e+00,1.279900e+00,8.444000e+01
19455,1.134000e-06,7.101640e-01,4.821700e-01,6.944000e-01,8.444000e+01
19456,1.133000e-06,1.751130e+00,1.005800e+00,1.002900e+00,8.444000e+01
19457,1.133000e-06,4.972270e+00,7.560650e-01,8.695000e-01,8.443000e+01
19458,1.133000e-06,6.519500e-01,1.231180e+00,1.109600e+00,8.443000e+01
19459,1.133000e-06,2.103870e-01,6.478710e-01,8.049000e-01,8.443000e+01
19460,1.132000e-06,3.162000e-01,5.754270e-01,7.586000e-01,8.443000e+01
19461,1.132000e-06,2.606480e+02,5.023760e+00,2.241400e+00,8.443000e+01
19462,1.132000e-06,8.422860e+01,1.993650e+00,1.412000e+00,8.443000e+01
19463,1.132000e-06,9.270880e+01,1.801180e+00,1.342100e+00,8.443000e+01
19464,1.131000e-06,1.076230e+00,7.021070e-01,8.379000e-01,8.443000e+01
19465,1.131000e-06,8.116930e-01,9.104030e-01,9.542000e-01,8.443000e+01
19466,1.131000e-06,2.086110e+00,1.387470e+00,1.177900e+00,8.443000e+01
19467,1.131000e-06,1.663680e+02,3.299190e+00,1.816400e+00,8.443000e+01
19468,1.130000e-06,1.083760e+01,1.456130e+00,1.206700e+00,8.443000e+01
19469,1.130000e-06,3.242330e+02,5.409400e+00,2.325800e+00,8.442000e+01
19470,1.130000e-06,1.126830e+00,9.020940e-01,9.498000e-01,8.442000e+01
19471,1.130000e-06,4.808320e-01,1.062010e+00,1.030500e+00,8.442000e+01
19472,1.129000e-06,1.748000e-01,6.609370e-01,8.130000e-01,8.442000e+01
19473,1.129000e-06,2.375370e+01,7.414820e-01,8.611000e-01,8.442000e+01
19474,1.129000e-06,1.554320e+02,3.226330e+00,1.796200e+00,8.442000e+01
19475,1.128000e-06,3.749410e+00,6.394710e-01,7.997000e-01,8.442000e+01
19476,1.128000e-06,4.030050e-01,5.826580e-01,7.633000e-01,8.442000e+01
19477,1.128000e-06,1.866250e+01,1.614540e+00,1.270600e+00,8.442000e+01
19478,1.128000e-06,3.555330e+00,6.337250e-01,7.961000e-01,8.442000e+01
19479,1.127000e-06,3.903420e-02,6.900920e-01,8.307000e-01,8.442000e+01
19480,1.127000e-06,2.628060e+02,4.439160e+00,2.106900e+00,8.442000e+01
19481,1.127000e-06,2.654480e+01,1.778620e+00,1.333600e+00,8.442000e+01
19482,1.127000e-06,3.899560e+00,5.268980e-01,7.259000e-01,8.441000e+01
19483,1.126000e-06,5.797090e+00,6.608480e-01,8.129000e-01,8.441000e+01
19484,1.126000e-06,9.208470e+00,6.667480e-01,8.165000e-01,8.441000e+01
19485,1.126000e-06,1.005070e+01,8.735890e-01,9.347000e-01,8.441000e+01
19486,1.126000e-06,1.351920e+02,3.311700e+00,1.819800e+00,8.441000e+01
19487,1.125000e-06,1.769400e+01,5.193770e-01,7.207000e-01,8.441000e+01
19488,1.125000e-06,4.220740e+00,6.337880e-01,7.961000e-01,8.441000e+01
19489,1.125000e-06,1.015440e-02,8.802250e-01,9.382000e-01,8.441000e+01
19490,1.125000e-06,1.721050e+00,9.240130e-01,9.613000e-01,8.441000e+01
19491,1.124000e-06,2.403900e+01,5.457150e-01,7.387000e-01,8.441000e+01
19492,1.124000e-06,1.914870e+00,6.823100e-01,8.260000e-01,8.441000e+01
19493,1.124000e-06,4.056840e+00,1.034170e+00,1.016900e+00,8.441000e+01
19494,1.124000e-06,3.926110e-01,1.211390e+00,1.100600e+00,8.440000e+01
19495,1.123000e-06,2.747860e+01,1.695650e+00,1.302200e+00,8.440000e+01
19496,1.123000e-06,1.460460e+00,6.634860e-01,8.145000e-01,8.440000e+01
19497,1.123000e-06,1.801950e+01,6.759720e-01,8.222000e-01,8.440000e+01
19498,1.123000e-06,1.422070e+00,9.691250e-01,9.844000e-01,8.440000e+01
19499,1.122000e-06,7.937300e+00,2.603700e+00,1.613600e+00,8.440000e+01
19500,1.122000e-06,2.593510e+01,4.563600e-01,6.755000e-01,8.440000e+01
19501,1.122000e-06,2.296270e+02,5.023740e+00,2.241400e+00,8.440000e+01
19502,1.122000e-06,6.923030e+00,6.160650e-01,7.849000e-01,8.440000e+01
19503,1.121000e-06,1.114070e+01,7.303560e-01,8.546000e-01,8.440000e+01
19504,1.121000e-06,5.636540e+01,2.371450e+00,1.540000e+00,8.440000e+01
19505,1.121000e-06,3.353210e+00,4.714980e-01,6.867000e-01,8.440000e+01
19506,1.120000e-06,2.416640e+02,4.789520e+00,2.188500e+00,8.440000e+01
19507,1.120000e-06,1.894940e+01,9.301790e-01,9.645000e-01,8.439000e+01
19508,1.120000e-06,1.434540e+01,1.841200e+00,1.356900e+00,8.439000e+01
19509,1.120000e-06,1.343460e+02,3.299180e+00,1.816400e+00,8.439000e+01
19510,1.119000e-06,2.606710e+01,5.073670e-01,7.123000e-01,8.439000e+01
19511,1.119000e-06,9.052810e+00,5.355860e-01,7.318000e-01,8.439000e+01
19512,1.119000e-06,2.648880e+02,4.828180e+00,2.197300e+00,8.439000e+01
19513,1.119000e-06,1.422500e+01,8.231190e-01,9.073000e-01,8.439000e+01
19514,1.118000e-06,1.195020e+02,3.847050e+00,1.961400e+00,8.439000e+01
19515,1.118000e-06,2.753000e+02,3.993010e+00,1.998300e+00,8.439000e+01
19516,1.118000e-06,1.825070e+00,7.450720e-01,8.632000e-01,8.439000e+01
19517,1.118000e-06,1.214600e+01,1.907120e+00,1.381000e+00,8.439000e+01
19518,1.117000e-06,1.631300e+00,1.395850e+00,1.181500e+00,8.439000e+01
19519,1.117000e-06,2.056070e+00,5.120010e-01,7.155000e-01,8.438000e+01
19520,1.117000e-06,5.982840e+00,1.757420e+00,1.325700e+00,8.438000e+01
19521,1.117000e-06,2.558910e+02,5.409140e+00,2.325800e+00,8.438000e+01
19522,1.116000e-06,2.785420e-01,1.217870e+00,1.103600e+00,8.438000e+01
19523,1.116000e-06,5.600310e-01,4.807030e-01,6.933000e-01,8.438000e+01
19524,1.116000e-06,3.460250e+01,4.411250e-01,6.642000e-01,8.438000e+01
19525,1.116000e-06,6.203200e+01,6.459510e-01,8.037000e-01,8.438000e+01
19526,1.115000e-06,4.254810e+01,5.667760e-01,7.528000e-01,8.438000e+01
19527,1.115000e-06,9.692520e+00,5.531200e-01,7.437000e-01,8.438000e+01
19528,1.115000e-06,5.237850e+00,6.907700e-01,8.311000e-01,8.438000e+01
19529,1.115000e-06,3.117000e+00,1.505020e+00,1.226800e+00,8.438000e+01
19530,1.114000e-06,6.460170e+00,1.192190e+00,1.091900e+00,8.438000e+01
19531,1.114000e-06,4.521590e+00,1.547550e+00,1.244000e+00,8.438000e+01
19532,1.114000e-06,7.096190e+01,2.959660e+00,1.720400e+00,8.437000e+01
19533,1.114000e-06,2.687030e+01,8.604730e-01,9.276000e-01,8.437000e+01
19534,1.113000e-06,8.985850e-01,5.762500e-01,7.591000e-01,8.437000e+01
19535,1.113000e-06,1.445850e+01,6.836990e-01,8.269000e-01,8.437000e+01
19536,1.113000e-06,1.179960e+01,5.967610e-01,7.725000e-01,8.437000e+01
19537,1.112000e-06,3.619510e+01,6.593820e-01,8.120000e-01,8.437000e+01
19538,1.112000e-06,2.466120e+01,8.587380e-01,9.267000e-01,8.437000e+01
19539,1.112000e-06,5.416310e+01,5.793540e-01,7.612000e-01,8.437000e+01
19540,1.112000e-06,7.750640e+00,2.124610e+00,1.457600e+00,8.437000e+01
19541,1.111000e-06,9.683780e+00,6.513080e-01,8.070000e-01,8.437000e+01
19542,1.111000e-06,1.645150e+02,3.986740e+00,1.996700e+00,8.437000e+01
19543,1.111000e-06,1.757910e+01,7.087490e-01,8.419000e-01,8.437000e+01
19544,1.111000e-06,3.182220e+01,1.006610e+00,1.003300e+00,8.436000e+01
19545,1.110000e-06,3.143150e+01,4.568630e-01,6.759000e-01,8.436000e+01
19546,1.110000e-06,1.594550e+02,5.269830e+00,2.295600e+00,8.436000e+01
19547,1.110000e-06,4.187550e+01,5.959230e-01,7.720000e-01,8.436000e+01
19548,1.110000e-06,1.508950e+00,1.923100e+00,1.386800e+00,8.436000e+01
19549,1.109000e-06,1.267490e-01,1.219660e+00,1.104400e+00,8.436000e+01
19550,1.109000e-06,3.390450e+01,5.946830e-01,7.712000e-01,8.436000e+01
19551,1.109000e-06,2.254340e+01,1.716690e+00,1.310200e+00,8.436000e+01
19552,1.109000e-06,2.493470e+01,5.397520e-01,7.347000e-01,8.436000e+01
19553,1.108000e-06,2.086660e+01,1.874180e+00,1.369000e+00,8.436000e+01
19554,1.108000e-06,1.818980e+01,6.417260e-01,8.011000e-01,8.436000e+01
19555,1.108000e-06,3.187240e+01,6.226020e-01,7.891000e-01,8.436000e+01
19556,1.108000e-06,1.563570e+02,5.269780e+00,2.295600e+00,8.436000e+01
19557,1.107000e-06,7.592410e+00,8.360650e-01,9.144000e-01,8.435000e+01
19558,1.107000e-06,2.704840e-01,1.308690e+00,1.144000e+00,8.435000e+01
19559,1.107000e-06,1.543820e+02,5.269740e+00,2.295600e+00,8.435000e+01
19560,1.107000e-06,3.996950e+01,6.848060e-01,8.275000e-01,8.435000e+01
19561,1.106000e-06,3.490040e+01,6.553090e-01,8.095000e-01,8.435000e+01
19562,1.106000e-06,1.278810e-01,1.789830e+00,1.337800e+00,8.435000e+01
19563,1.106000e-06,7.548410e+00,2.372380e+00,1.540300e+00,8.435000e+01
19564,1.106000e-06,3.195310e+01,8.720480e-01,9.338000e-01,8.435000e+01
19565,1.105000e-06,1.140280e+02,4.506440e+00,2.122800e+00,8.435000e+01
19566,1.105000e-06,3.790470e+01,1.075610e+00,1.037100e+00,8.435000e+01
19567,1.105000e-06,2.239930e+01,4.756280e-01,6.897000e-01,8.435000e+01
19568,1.105000e-06,2.956110e-01,1.551700e+00,1.245700e+00,8.435000e+01
19569,1.104000e-06,3.565080e+01,6.798500e-01,8.245000e-01,8.434000e+01
19570,1.104000e-06,1.111070e+02,3.542980e+00,1.882300e+00,8.434000e+01
19571,1.104000e-06,9.606060e+00,6.489340e-01,8.056000e-01,8.434000e+01
19572,1.104000e-06,7.641260e-02,2.603330e+00,1.613500e+00,8.434000e+01
19573,1.103000e-06,2.563830e+00,1.658130e+00,1.287700e+00,8.434000e+01
19574,1.103000e-06,1.041150e+01,6.141010e-01,7.836000e-01,8.434000e+01
19575,1.103000e-06,4.719960e+00,7.964180e-01,8.924000e-01,8.434000e+01
19576,1.103000e-06,1.703530e+01,5.594600e-01,7.480000e-01,8.434000e+01
19577,1.102000e-06,2.069810e+02,5.408700e+00,2.325700e+00,8.434000e+01
19578,1.102000e-06,7.427060e+01,3.311290e+00,1.819700e+00,8.434000e+01
19579,1.102000e-06,4.372810e+00,1.147930e+00,1.071400e+00,8.434000e+01
19580,1.102000e-06,8.583940e+01,3.299110e+00,1.816300e+00,8.434000e+01
19581,1.101000e-06,3.170180e+01,7.074060e-01,8.411000e-01,8.434000e+01
19582,1.101000e-06,3.667330e+01,6.733790e-01,8.206000e-01,8.433000e+01
19583,1.101000e-06,3.463620e+01,9.075760e-01,9.527000e-01,8.433000e+01
19584,1.101000e-06,1.135930e+01,6.721630e-01,8.199000e-01,8.433000e+01
19585,1.100000e-06,6.007570e-01,1.855730e+00,1.362300e+00,8.433000e+01
19586,1.100000e-06,6.621610e+01,8.808870e-01,9.386000e-01,8.433000e+01
19587,1.100000e-06,7.790110e+00,6.340820e-01,7.963000e-01,8.433000e+01
19588,1.100000e-06,2.840660e+00,6.801560e-01,8.247000e-01,8.433000e+01
19589,1.099000e-06,1.600830e+01,6.640130e-01,8.149000e-01,8.433000e+01
19590,1.099000e-06,2.217910e+01,6.078540e-01,7.797000e-01,8.433000e+01
19591,1.099000e-06,4.124990e+01,6.668010e-01,8.166000e-01,8.433000e+01
19592,1.098000e-06,3.677760e-01,3.783490e+00,1.945100e+00,8.433000e+01
19593,1.098000e-06,7.191520e+00,5.778560e-01,7.602000e-01,8.433000e+01
19594,1.098000e-06,2.908850e+01,4.855060e-01,6.968000e-01,8.432000e+01
19595,1.098000e-06,1.998020e+00,1.199080e+00,1.095000e+00,8.432000e+01
19596,1.097000e-06,1.871890e+01,7.209980e-01,8.491000e-01,8.432000e+01
19597,1.097000e-06,3.551680e+01,6.880170e-01,8.295000e-01,8.432000e+01
19598,1.097000e-06,2.017300e+02,4.827430e+00,2.197100e+00,8.432000e+01
19599,1.097000e-06,2.006480e-01,1.855750e+00,1.362300e+00,8.432000e+01
19600,1.096000e-06,1.846840e+01,1.253680e+00,1.119700e+00,8.432000e+01
19601,1.096000e-06,1.867570e+02,5.028790e+00,2.242500e+00,8.432000e+01
19602,1.096000e-06,1.413860e+01,6.853600e-01,8.279000e-01,8.432000e+01
19603,1.096000e-06,2.520820e+00,1.825630e+00,1.351200e+00,8.432000e+01
19604,1.095000e-06,4.754300e-01,2.959890e+00,1.720400e+00,8.432000e+01
19605,1.095000e-06,5.422720e+00,4.993600e-01,7.067000e-01,8.432000e+01
19606,1.095000e-06,1.836520e+01,8.583090e-01,9.264000e-01,8.432000e+01
19607,1.095000e-06,3.088300e+01,8.153760e-01,9.030000e-01,8.431000e+01
19608,1.094000e-06,3.203050e+01,7.617920e-01,8.728000e-01,8.431000e+01
19609,1.094000e-06,4.224000e+00,5.908800e-01,7.687000e-01,8.431000e+01
19610,1.094000e-06,2.433190e+01,9.964960e-01,9.982000e-01,8.431000e+01
19611,1.094000e-06,5.384370e+01,7.170900e-01,8.468000e-01,8.431000e+01
19612,1.093000e-06,4.528610e+01,5.460190e-01,7.389000e-01,8.431000e+01
19613,1.093000e-06,2.269270e+00,3.604340e-01,6.004000e-01,8.431000e+01
19614,1.093000e-06,3.839780e+01,6.765790e-01,8.225000e-01,8.431000e+01
19615,1.093000e-06,3.258830e-01,1.706990e+00,1.306500e+00,8.431000e+01
19616,1.092000e-06,1.505060e+01,6.333650e-01,7.958000e-01,8.431000e+01
19617,1.092000e-06,1.058710e+01,6.503880e-01,8.065000e-01,8.431000e+01
19618,1.092000e-06,3.588090e+00,6.803500e-01,8.248000e-01,8.431000e+01
19619,1.092000e-06,1.602100e+01,7.615250e-01,8.727000e-01,8.430000e+01
19620,1.091000e-06,2.164370e+01,6.393690e-01,7.996000e-01,8.430000e+01
19621,1.091000e-06,2.362780e+01,1.726470e+00,1.314000e+00,8.430000e+01
19622,1.091000e-06,1.297600e+02,3.542900e+00,1.882300e+00,8.430000e+01
19623,1.091000e-06,1.304370e+00,2.603200e+00,1.613400e+00,8.430000e+01
19624,1.090000e-06,1.006360e+00,8.400190e-01,9.165000e-01,8.430000e+01
19625,1.090000e-06,2.497680e+01,5.546840e-01,7.448000e-01,8.430000e+01
19626,1.090000e-06,2.071880e+02,5.028810e+00,2.242500e+00,8.430000e+01
19627,1.090000e-06,3.453280e+01,5.291420e-01,7.274000e-01,8.430000e+01
19628,1.089000e-06,1.067190e+02,3.299080e+00,1.816300e+00,8.430000e+01
19629,1.089000e-06,2.029650e+02,4.788980e+00,2.188400e+00,8.430000e+01
19630,1.089000e-06,9.492090e+01,3.311250e+00,1.819700e+00,8.430000e+01
19631,1.089000e-06,5.446910e+00,9.403110e-01,9.697000e-01,8.430000e+01
19632,1.088000e-06,2.261370e+00,1.261910e+00,1.123300e+00,8.429000e+01
19633,1.088000e-06,1.238020e+01,4.002160e+00,2.000500e+00,8.429000e+01
19634,1.088000e-06,2.720730e-01,8.362430e-01,9.145000e-01,8.429000e+01
19635,1.088000e-06,4.204630e+01,4.517080e-01,6.721000e-01,8.429000e+01
19636,1.087000e-06,4.269550e+01,2.024820e+00,1.423000e+00,8.429000e+01
19637,1.087000e-06,1.594340e+01,3.749640e-01,6.123000e-01,8.429000e+01
19638,1.087000e-06,1.256390e+01,6.431580e-01,8.020000e-01,8.429000e+01
19639,1.087000e-06,1.856620e+02,5.023540e+00,2.241300e+00,8.429000e+01
19640,1.086000e-06,2.361120e+01,5.431330e-01,7.370000e-01,8.429000e+01
19641,1.086000e-06,1.503310e+01,8.597690e-01,9.272000e-01,8.429000e+01
19642,1.086000e-06,6.473260e-01,1.422240e+00,1.192600e+00,8.429000e+01
19643,1.086000e-06,3.933610e+01,8.752440e-01,9.355000e-01,8.429000e+01
19644,1.085000e-06,1.008750e+01,8.432640e-01,9.183000e-01,8.428000e+01
19645,1.085000e-06,1.970460e+02,4.788940e+00,2.188400e+00,8.428000e+01
19646,1.085000e-06,2.365200e+02,3.992490e+00,1.998100e+00,8.428000e+01
19647,1.085000e-06,1.661520e+01,5.503530e-01,7.419000e-01,8.428000e+01
19648,1.084000e-06,8.439550e+00,1.291620e+00,1.136500e+00,8.428000e+01
19649,1.084000e-06,2.429220e+01,6.953790e-01,8.339000e-01,8.428000e+01
19650,1.084000e-06,1.997590e+02,5.028720e+00,2.242500e+00,8.428000e+01
19651,1.084000e-06,1.713420e+02,3.986670e+00,1.996700e+00,8.428000e+01
19652,1.083000e-06,1.689400e+01,6.889190e-01,8.300000e-01,8.428000e+01
19653,1.083000e-06,8.190010e+01,2.923430e+00,1.709800e+00,8.428000e+01
19654,1.083000e-06,6.818950e+01,3.034630e+00,1.742000e+00,8.428000e+01
19655,1.083000e-06,2.895820e+01,2.389310e+00,1.545700e+00,8.428000e+01
19656,1.082000e-06,3.375680e+01,9.076630e-01,9.527000e-01,8.428000e+01
19657,1.082000e-06,8.274740e+01,3.311170e+00,1.819700e+00,8.427000e+01
19658,1.082000e-06,2.382640e+01,4.975280e-01,7.054000e-01,8.427000e+01
19659,1.082000e-06,3.916480e+01,6.393120e-01,7.996000e-01,8.427000e+01
19660,1.081000e-06,2.453630e+00,1.561650e+00,1.249700e+00,8.427000e+01
19661,1.081000e-06,9.251140e+01,3.299060e+00,1.816300e+00,8.427000e+01
19662,1.081000e-06,3.768330e+01,5.403830e-01,7.351000e-01,8.427000e+01
19663,1.081000e-06,7.317450e+00,5.617440e-01,7.495000e-01,8.427000e+01
19664,1.080000e-06,3.926800e+01,5.586840e-01,7.475000e-01,8.427000e+01
19665,1.080000e-06,2.459640e+01,2.240470e+00,1.496800e+00,8.427000e+01
19666,1.080000e-06,8.635930e+01,3.226210e+00,1.796200e+00,8.427000e+01
19667,1.080000e-06,1.182170e+02,4.506330e+00,2.122800e+00,8.427000e+01
19668,1.079000e-06,6.468240e+00,6.489000e-01,8.055000e-01,8.427000e+01
19669,1.079000e-06,2.021100e+01,7.578710e-01,8.706000e-01,8.426000e+01
19670,1.079000e-06,3.953470e+01,5.651330e-01,7.518000e-01,8.426000e+01
19671,1.079000e-06,1.162210e+02,4.506330e+00,2.122800e+00,8.426000e+01
19672,1.078000e-06,6.881980e+00,4.002010e+00,2.000500e+00,8.426000e+01
19673,1.078000e-06,2.781110e+01,5.605190e-01,7.487000e-01,8.426000e+01
19674,1.078000e-06,4.844790e+01,6.128990e-01,7.829000e-01,8.426000e+01
19675,1.078000e-06,1.385910e+01,5.540060e-01,7.443000e-01,8.426000e+01
19676,1.077000e-06,1.478030e+02,5.269230e+00,2.295500e+00,8.426000e+01
19677,1.077000e-06,8.089690e-02,1.783300e+00,1.335400e+00,8.426000e+01
19678,1.077000e-06,4.383790e+00,1.339670e+00,1.157400e+00,8.426000e+01
19679,1.077000e-06,5.417930e+01,5.247340e-01,7.244000e-01,8.426000e+01
19680,1.076000e-06,2.462120e+01,2.186400e+00,1.478600e+00,8.426000e+01
19681,1.076000e-06,5.845570e+01,6.425540e-01,8.016000e-01,8.426000e+01
19682,1.076000e-06,8.557040e+01,3.299060e+00,1.816300e+00,8.425000e+01
19683,1.076000e-06,1.176990e+01,6.197770e-01,7.873000e-01,8.425000e+01
19684,1.075000e-06,4.463380e+00,1.269610e+00,1.126800e+00,8.425000e+01
19685,1.075000e-06,2.557080e+01,6.981190e-01,8.355000e-01,8.425000e+01
19686,1.075000e-06,3.117000e+00,7.644570e-01,8.743000e-01,8.425000e+01
19687,1.075000e-06,4.871420e+01,6.970610e-01,8.349000e-01,8.425000e+01
19688,1.074000e-06,2.326480e+01,6.463900e-01,8.040000e-01,8.425000e+01
19689,1.074000e-06,6.508350e+00,4.002010e+00,2.000500e+00,8.425000e+01
19690,1.074000e-06,4.537150e+01,7.500020e-01,8.660000e-01,8.425000e+01
19691,1.074000e-06,6.410550e+01,5.594670e-01,7.480000e-01,8.425000e+01
19692,1.073000e-06,2.537190e+01,5.139860e-01,7.169000e-01,8.425000e+01
19693,1.073000e-06,1.970120e+01,1.366100e+00,1.168800e+00,8.425000e+01
19694,1.073000e-06,1.703430e+01,5.007020e-01,7.076000e-01,8.424000e+01
19695,1.073000e-06,8.252640e+00,4.257220e-01,6.525000e-01,8.424000e+01
19696,1.073000e-06,1.728610e+01,5.467420e-01,7.394000e-01,8.424000e+01
19697,1.072000e-06,4.380900e+01,2.872420e+00,1.694800e+00,8.424000e+01
19698,1.072000e-06,3.280330e+01,2.358230e+00,1.535700e+00,8.424000e+01
19699,1.072000e-06,2.492210e+00,1.343880e+00,1.159300e+00,8.424000e+01
19700,1.072000e-06,4.686620e+01,7.810000e-01,8.837000e-01,8.424000e+01
19701,1.071000e-06,4.516210e+01,4.943410e-01,7.031000e-01,8.424000e+01
19702,1.071000e-06,2.499760e+01,7.307680e-01,8.548000e-01,8.424000e+01
19703,1.071000e-06,5.266790e+01,4.559630e-01,6.753000e-01,8.424000e+01
19704,1.071000e-06,1.246050e+02,4.506330e+00,2.122800e+00,8.424000e+01
19705,1.070000e-06,2.163120e+01,6.412380e-01,8.008000e-01,8.424000e+01
19706,1.070000e-06,2.544380e+01,6.395360e-01,7.997000e-01,8.424000e+01
19707,1.070000e-06,1.910170e+01,1.752480e+00,1.323800e+00,8.423000e+01
19708,1.070000e-06,1.776450e+02,5.023500e+00,2.241300e+00,8.423000e+01
19709,1.069000e-06,4.617880e+00,1.243620e+00,1.115200e+00,8.423000e+01
19710,1.069000e-06,1.441530e+01,6.054430e-01,7.781000e-01,8.423000e+01
19711,1.069000e-06,3.016950e+01,2.256180e+00,1.502100e+00,8.423000e+01
19712,1.069000e-06,2.667670e+00,9.391510e-01,9.691000e-01,8.423000e+01
19713,1.068000e-06,3.901250e+00,1.137150e+00,1.066400e+00,8.423000e+01
19714,1.068000e-06,1.027630e+02,3.299060e+00,1.816300e+00,8.423000e+01
19715,1.068000e-06,3.499920e+01,2.533450e+00,1.591700e+00,8.423000e+01
19716,1.068000e-06,8.894110e+00,2.159900e+00,1.469700e+00,8.423000e+01
19717,1.067000e-06,6.614360e+01,2.925220e+00,1.710300e+00,8.423000e+01
19718,1.067000e-06,1.078380e+00,2.603170e+00,1.613400e+00,8.423000e+01
19719,1.067000e-06,7.101460e+00,3.558530e-01,5.965000e-01,8.422000e+01
19720,1.067000e-06,2.108560e+00,3.783400e+00,1.945100e+00,8.422000e+01
19721,1.066000e-06,5.558880e+00,8.619410e-01,9.284000e-01,8.422000e+01
19722,1.066000e-06,1.932310e+00,1.612370e+00,1.269800e+00,8.422000e+01
19723,1.066000e-06,1.843590e+00,3.783400e+00,1.945100e+00,8.422000e+01
19724,1.066000e-06,1.835890e+01,6.420870e-01,8.013000e-01,8.422000e+01
19725,1.065000e-06,7.276560e-01,1.864930e+00,1.365600e+00,8.422000e+01
19726,1.065000e-06,3.911130e+01,4.811980e-01,6.937000e-01,8.422000e+01
19727,1.065000e-06,2.307660e+02,3.992490e+00,1.998100e+00,8.422000e+01
19728,1.065000e-06,1.091890e+01,1.678650e+00,1.295600e+00,8.422000e+01
19729,1.064000e-06,9.232930e+00,4.002080e+00,2.000500e+00,8.422000e+01
19730,1.064000e-06,1.571210e+00,3.783390e+00,1.945100e+00,8.422000e+01
19731,1.064000e-06,1.165670e+01,1.202280e+00,1.096500e+00,8.422000e+01
19732,1.064000e-06,1.586160e+01,4.704560e-01,6.859000e-01,8.421000e+01
19733,1.063000e-06,1.784110e+01,9.437370e-01,9.715000e-01,8.421000e+01
19734,1.063000e-06,2.066300e+01,8.882090e-01,9.424000e-01,8.421000e+01
19735,1.063000e-06,5.782990e+00,1.078400e+00,1.038500e+00,8.421000e+01
19736,1.063000e-06,5.053020e+01,5.121280e-01,7.156000e-01,8.421000e+01
19737,1.062000e-06,5.260230e+00,7.304680e-01,8.547000e-01,8.421000e+01
19738,1.062000e-06,4.378930e+00,6.528260e-01,8.080000e-01,8.421000e+01
19739,1.062000e-06,1.276940e+01,1.856690e+00,1.362600e+00,8.421000e+01
19740,1.062000e-06,1.903740e+02,4.788910e+00,2.188400e+00,8.421000e+01
19741,1.061000e-06,3.325100e+00,5.758150e-01,7.588000e-01,8.421000e+01
19742,1.061000e-06,2.130790e+02,4.827360e+00,2.197100e+00,8.421000e+01
19743,1.061000e-06,2.888670e+01,5.600240e-01,7.483000e-01,8.421000e+01
19744,1.061000e-06,1.980150e+01,8.150150e-01,9.028000e-01,8.420000e+01
19745,1.060000e-06,3.292460e+00,1.572590e+00,1.254000e+00,8.420000e+01
19746,1.060000e-06,2.139120e+01,6.479160e-01,8.049000e-01,8.420000e+01
19747,1.060000e-06,3.819230e+00,1.355010e+00,1.164000e+00,8.420000e+01
19748,1.060000e-06,4.481820e+01,4.833990e-01,6.953000e-01,8.420000e+01
19749,1.059000e-06,6.930890e-03,1.247490e+00,1.116900e+00,8.420000e+01
19750,1.059000e-06,2.394690e+01,2.060300e+00,1.435400e+00,8.420000e+01
19751,1.059000e-06,5.916150e-01,2.603140e+00,1.613400e+00,8.420000e+01
19752,1.059000e-06,1.410690e+01,8.948750e-01,9.460000e-01,8.420000e+01
19753,1.059000e-06,4.754720e+01,5.223290e-01,7.227000e-01,8.420000e+01
19754,1.058000e-06,4.889580e+01,7.358950e-01,8.578000e-01,8.420000e+01
19755,1.058000e-06,2.872840e-02,1.598520e+00,1.264300e+00,8.420000e+01
19756,1.058000e-06,3.942270e+01,3.127510e-01,5.592000e-01,8.420000e+01
19757,1.058000e-06,1.036550e+01,5.392650e-01,7.343000e-01,8.419000e+01
19758,1.057000e-06,4.550650e+01,4.605720e-01,6.787000e-01,8.419000e+01
19759,1.057000e-06,1.232610e+00,3.783350e+00,1.945100e+00,8.419000e+01
19760,1.057000e-06,1.983900e+00,1.464050e+00,1.210000e+00,8.419000e+01
19761,1.057000e-06,2.925130e+01,1.988490e+00,1.410100e+00,8.419000e+01
19762,1.056000e-06,4.070060e+01,2.207220e+00,1.485700e+00,8.419000e+01
